"AccountID","DCID","DealerName","StockNumber","VIN","Year","Make","Model","Trim","Odometer","Price","ExteriorColor","InteriorColor","Transmission","PhotoUrl","WebDescription","EquipmentCode","LatestPhotoMdifiedDate","VideoUrl"
"22887597","22887597","Mikalyzed Auto Boutique","NN64962","U15GLN64962","1972","Ford","Bronco","Signature Series","1081","253500","Swatters Blue","Black","Automatic","https://imagesdl.dealercenter.net/800/600/202510-30ac30eaeac1422a9c192431695e0280.jpg","  1972 Ford Bronco  Velocity Signature Series"," ","10/31/2025 6:35:37 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N442499","1D80V6D442499","1976","Chevrolet","El Camino","","75644","24999","Blue","","","https://imagesdl.dealercenter.net/800/600/202601-1ff45fc7f600400aad6ae838507b4b53.jpg","  1976 Chevrolet El Camino  Mostly Original | 400 Small Block"," ","1/27/2026 10:35:35 PM","https://customer-gpgycf8xdxglwfgi.cloudflarestream.com/e563ad7d5c7f9fcb04c99c7047802bf9/watch"
"22887597","22887597","Mikalyzed Auto Boutique","N001559","H55A001559","1954","Chevrolet","Pickup","","4054","60900","Blue","Black","","https://imagesdl.dealercenter.net/800/600/202601-caa2f4938e0f46e4a6d79d0b40ee2035.jpg","  1954 Chevrolet Pickup  Fully Restored | Air Ride"," ","1/27/2026 10:40:36 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N158268","D7FH158268","1957","Ford","Thunderbird","5","5774","25900","White","Blue","Automatic","https://imagesdl.dealercenter.net/800/600/202601-4510f160030f4ebda7fc9e750a474e92.jpg"," "," ","1/9/2026 8:25:36 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N742990","1C4BJWDG9HL742990","2017","Jeep","Wrangler Unlimited","Sport SUV 4D","59867","29900","White","Black","Automatic, 5-Spd","https://imagesdl.dealercenter.net/800/600/202601-24ef602b12a240ca9be8a2e3dfa22a4b.jpg","  2017 Jeep Wrangler | Fully Built","CD/MP3 (Single Disc),4WD","1/14/2026 10:00:34 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N012843","1HD1BW51XAB012843","2010","Harley Davidson","FLSTC","","0","24900","","","","https://imagesdl.dealercenter.net/800/600/202602-eac5c69557d747089b4326a066388ae5.jpg"," "," ","2/9/2026 5:30:48 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N208859","CGR267U208859","1977","Chevrolet","G20","Beauville","21654","19900","Yellow","Beige","","https://imagesdl.dealercenter.net/800/600/202512-35afefcd1b01478a9dcc2ec00328cbdb.jpg","  1977 Chevrolet G20 Beauville, Classic Luxury Van"," ","12/5/2025 6:30:42 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N186625","RM21M8G186625","1968","Plymouth","2D","","","75000","Gold","","","https://imagesdl.dealercenter.net/800/600/202602-aa7aceb169af4ed480c94638fbdb86ae.jpg"," "," ","2/11/2026 10:35:39 PM","https://customer-gpgycf8xdxglwfgi.cloudflarestream.com/0b8980a1790dcf9649c49ea67d1c2904/watch"
"22887597","22887597","Mikalyzed Auto Boutique","N709822","1G6DW52P1SR709822","1995","Cadillac","Fleetwood","Sedan 4D","1","45900","Black","","Automatic","https://imagesdl.dealercenter.net/800/600/202602-d2f1aebd63dd4db599e21f55a8de16dd.jpg"," ","AM/FM Stereo,V8 5.7 Liter","2/10/2026 7:55:47 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N820628","1GDCS14W4N0820628","1992","GMC","Sonoma Regular Cab","Short Bed","6380","45900","Teal","","Manual, 5-Spd","https://imagesdl.dealercenter.net/800/600/202512-b4b3801ed5844033a922edccc764d54f.jpg","  1992 GMC Sonoma GT | Exceptional Condition","Power Door Locks","12/22/2025 3:35:48 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N532673","000CB750K52532673","1975","Honda","CB750","","","6900","","","","https://imagesdl.dealercenter.net/800/600/202602-55eaf1482bbc4e66bf4540c0f1cec172.jpg"," "," ","2/2/2026 7:50:44 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N538790","124679N538790","1969","Chevrolet","Camaro","Restomod","","224900","Orange","Black","Manual","https://imagesdl.dealercenter.net/800/600/202511-f2512bcacd524d3c8bb2b412ab74a4d4.jpg"," 1969 Chevrolet Camaro, LS3 Restomod"," ","11/11/2025 8:15:37 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N74354M","55SL74354M","1955","Mercury","Moutclair","","","25900","Black","","","https://imagesdl.dealercenter.net/800/600/202602-b311cbf8ac6a47c7856eab2083889886.jpg"," "," ","2/11/2026 5:55:42 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","N117260","GS150P117260","1968","Chevrolet","G10","","3","39900","Orange","","","https://imagesdl.dealercenter.net/800/600/202512-da26a2971d714cd1b43611b6b2746c8b.jpg","  1968 Chevrolet G-10 Wheelie Van, 750HP Big Block"," ","2/9/2026 7:20:39 PM",""
"22887597","22887597","Mikalyzed Auto Boutique","NA32576","WP1AL2AY2RDA32576","2024","Porsche","Cayenne","S Sport Utility 4D","2555","79900","White","Black","Automatic, 8-Spd w/Tiptronic S","https://imagesdl.dealercenter.net/800/600/202601-ffdd9d971d05423984a9b87fb9c3e703.jpg"," 2024 Porsche Cayenne | Performance SUV","Power Steering,Lane Change Assist,AWD","1/5/2026 5:20:39 PM",""
